VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KM8K53AGXN,Thurston,Olympia,WA,98513.0,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,35.0,170971202,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012610.0
JTMAB3FV2R,King,Seattle,WA,98103.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,43.0,261971447,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600.0
5UXKT0C51J,Clark,Vancouver,WA,98686.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,0.0,17.0,313330839,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812.0
5YJYGDEE4M,King,Seattle,WA,98122.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,37.0,182472839,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800.0
5YJ3E1EB8S,King,Maple Valley,WA,98038.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,274328624,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032008.0
7SAYGAEE8R,Kitsap,Poulsbo,WA,98370.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,273462969,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
WB523CF03R,Snohomish,Mukilteo,WA,98275.0,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,263287986,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301.0
YV4ED3UB4N,King,Lake Forest Park,WA,98155.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,46.0,192452879,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020402.0
3GN7DNRP0R,Pierce,Sumner,WA,98390.0,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,270954764,POINT (-122.23972 47.2022),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073301.0
7SAYGDEF0N,Snohomish,Lynnwood,WA,98037.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,218221629,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051601.0
5YJ3E1EA1P,Snohomish,Bothell,WA,98012.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,240596275,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
YV4BR00K0M,King,Issaquah,WA,98027.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,5.0,271901409,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104.0
1G1RD6E41E,Pierce,University Place,WA,98467.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,0.0,28.0,220921592,POINT (-122.54045 47.20742),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072315.0
5YJ3E1EB1N,King,Seattle,WA,98107.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,36.0,271888025,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.0
7SAYGDEE2R,King,Sammamish,WA,98074.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,268209476,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216.0
KNDCR3L15P,Clark,Camas,WA,98607.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,18.0,251030699,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041500.0
YV4BC0PL6G,King,Sammamish,WA,98075.0,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,0.0,41.0,215803458,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.0
3FMTK3SU5N,Okanogan,Winthrop,WA,98862.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,12.0,228181292,POINT (-120.17739 48.47396),"OKANOGAN COUNTY ELEC COOP, INC",53047970900.0
1N4BZ0CP3G,Snohomish,Everett,WA,98203.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,38.0,122253785,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400.0
1N4BZ1BV2N,King,Seattle,WA,98136.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,34.0,202879428,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602.0
1G1FY6S08N,Snohomish,Snohomish,WA,98290.0,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,39.0,169334980,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052105.0
KNDC3DLC8P,Spokane,Spokane,WA,99223.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,6.0,245670876,POINT (-117.36043 47.63396),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013401.0
1G1FZ6S06N,King,Burien,WA,98146.0,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,34.0,202300227,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500.0
4JGFB4GB6S,Clark,Yacolt,WA,98675.0,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,49.0,0.0,20.0,276618632,POINT (-122.40908 45.86679),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040101.0
WBY33AW01P,King,Mercer Island,WA,98040.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,232730193,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0
4JGDM2EB9R,Whatcom,Blaine,WA,98230.0,2024,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,42.0,273817113,POINT (-122.74888 48.99404),CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY,53073010405.0
3FMTK3SU4P,King,Redmond,WA,98052.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,257131325,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
5YJ3E1EB9N,Snohomish,Bothell,WA,98012.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,205123348,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935.0
WVWKP7AU5G,King,Algona,WA,98001.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,30.0,254820408,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030901.0
JTDKARFP6H,Walla Walla,Walla Walla,WA,99362.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,16.0,248665938,POINT (-118.34261 46.07068),PACIFICORP,53071920100.0
5YJYGDEE8M,King,Seattle,WA,98103.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,148796049,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402.0
7SAYGDEE3S,Whatcom,Ferndale,WA,98248.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,42.0,274041274,POINT (-122.5945 48.84787),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010506.0
7SAYGDEE9N,Snohomish,Lynnwood,WA,98037.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,185672896,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051927.0
2C4RC1S75N,King,Tukwila,WA,98188.0,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,11.0,203637353,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
